(0.6628761291503906,465000)
(0.8295261859893799,441000)
(1.486842393875122,374500)
(1.812403678894043,373000)
(2.6292433738708496,360500)
(3.4462108612060547,351500)
(5.893056631088257,340500)
(7.028895139694214,339000)
(7.679877519607544,337000)
(13.220368385314941,320000)
(13.547614574432373,319000)
(13.712360620498657,318000)
(24.83608078956604,314000)
(28.45386576652527,309500)
(29.60177779197693,296500)
(38.84306859970093,282000)
(340.42338013648987,268500)
(469.17617201805115,266500)
(469.34074091911316,224500)
(469.6736831665039,218000)
(472.6406807899475,174000)
(475.56670570373535,168000)
(477.6772954463959,166500)
(490.4673025608063,163000)
(500.6490652561188,159500)
(518.189893245697,159000)
(534.5408577919006,157500)
(535.0413784980774,157000)
(539.9388747215271,151500)
(636.5989346504211,151000)
(648.015606880188,150000)
(650.6321496963501,148500)
(654.0572772026062,148000)
(663.5051574707031,147500)
(749.2577667236328,147000)
(749.5929255485535,146500)
(758.6160945892334,146000)
(776.9821889400482,140500)
(779.2589704990387,140000)
(869.6397755146027,139500)
(876.242157459259,139000)
(881.0068597793579,131000)
(882.1583361625671,129000)
(886.264074087143,123500)
(986.0079538822174,123000)
(998.4587352275848,122500)
(998.954220533371,117000)
(999.2837407588959,113000)
(1000.2837584018707,91500)
(1009.6282606124878,90500)
(1016.1705555915833,87000)
(1101.1982820034027,86500)
(1118.9094564914703,84500)
(1129.8191204071045,82500)
(1215.1360218524933,82000)
(1234.6113126277924,78500)
(1239.0098178386688,77500)
(1332.1448020935059,77000)
(1333.2827837467194,76500)
(1341.4188482761383,75500)
(1341.5863482952118,75000)
(1345.8635466098785,74000)
(1347.3256611824036,73500)
(1349.4541957378387,72500)
(1353.399760723114,70000)
(1353.5650551319122,67000)
(1450.3898239135742,66500)
(1451.1994519233704,65500)
(1454.9437277317047,64000)
(1460.960027217865,63500)
(1480.7056195735931,61500)
(1482.830765247345,61000)
(1572.2508294582367,60500)
(1585.2110757827759,47500)
(1602.5795743465424,47000)
(1684.9099402427673,46500)
(1695.8976628780365,44500)
(1699.3855509757996,43000)
(1718.9486162662506,41000)
(1811.9192638397217,37500)
(1816.0504682064056,36500)
(1821.142959356308,35500)
(2076.6968710422516,35000)
(2088.6009097099304,34500)
(2206.4358942508698,33500)
(2209.849709510803,32000)
(2315.490234851837,31000)
(2433.147854566574,30500)
(2445.325784444809,30000)
(2464.826812505722,26000)
(2558.2524037361145,24000)
(2665.9368155002594,23500)
(2677.4379527568817,23000)
(2681.844519138336,22000)
(2788.6367008686066,17000)
(2903.3353538513184,16500)
(2911.500599384308,16000)
(2917.1945295333862,14000)
(2921.2788784503937,13500)
(2931.482348203659,13000)
(3019.9830050468445,11500)
(3149.27206158638,11000)
(3267.2113354206085,9000)
(3271.1984124183655,8500)
(3272.5361099243164,8000)
(3375.14279460907,7500)
(3385.88783454895,7000)
(3581.584894657135,6500)
(3582.0717062950134,6000)
(3781.27530837059,5500)
(3783.0682797431946,5000)
(3883.398000717163,4500)
(4003.4907507896423,4000)
(4198.967835903168,3500)
(4209.276635885239,2500)
(4469.318841934204,2000)
(4498.176451683044,1000)
(4677.327869415283,0)

