Slack;Tasks;Units;UnitTypes;TaskRelations;SharedResourceNo;AccWindows;AER;Rep;AltChances;Step;Cost
40;10;6;3;0;1;0;False;2;0;2.2835915088653564;90500
40;10;6;3;0;1;0;False;2;0;2.651296377182007;72500
40;10;6;3;0;1;0;False;2;0;2.7740719318389893;63500
40;10;6;3;0;1;0;False;2;0;3.13811993598938;52500
40;10;6;3;0;1;0;False;2;0;23.044015169143677;49500
40;10;6;3;0;1;0;False;2;0;23.848071098327637;45500
40;10;6;3;0;1;0;False;2;0;24.328601598739624;42500
40;10;6;3;0;1;0;False;2;0;37.50738048553467;37500
40;10;6;3;0;1;0;False;2;0;53.94785761833191;36000
40;10;6;3;0;1;0;False;2;0;88.80019783973694;27500
40;10;6;3;0;1;0;False;2;0;118.78798699378967;27000
40;10;6;3;0;1;0;False;2;0;143.0030791759491;26500
40;10;6;3;0;1;0;False;2;0;157.55942130088806;25500
40;10;6;3;0;1;0;False;2;0;158.28283381462097;25000
40;10;6;3;0;1;0;False;2;0;172.47003364562988;24500
40;10;6;3;0;1;0;False;2;0;224.89194703102112;24000
40;10;6;3;0;1;0;False;2;0;239.98807954788208;20000
40;10;6;3;0;1;0;False;2;0;265.64370346069336;19500
40;10;6;3;0;1;0;False;2;0;287.8663635253906;19000
40;10;6;3;0;1;0;False;2;0;302.5269503593445;17000
40;10;6;3;0;1;0;False;2;0;302.56881976127625;16500
40;10;6;3;0;1;0;False;2;0;303.5408811569214;16000
40;10;6;3;0;1;0;False;2;0;304.59325313568115;15500
40;10;6;3;0;1;0;False;2;0;318.64130902290344;15000
40;10;6;3;0;1;0;False;2;0;319.204083442688;14500
40;10;6;3;0;1;0;False;2;0;389.45653462409973;11000
40;10;6;3;0;1;0;False;2;0;415.13769006729126;10500
40;10;6;3;0;1;0;False;2;0;428.58754301071167;10000
40;10;6;3;0;1;0;False;2;0;444.3277723789215;9000
40;10;6;3;0;1;0;False;2;0;476.3311860561371;7500
40;10;6;3;0;1;0;False;2;0;478.0885560512543;7000
40;10;6;3;0;1;0;False;2;0;491.4694526195526;6500
40;10;6;3;0;1;0;False;2;0;505.3864326477051;3500
40;10;6;3;0;1;0;False;2;0;530.1295533180237;3000
40;10;6;3;0;1;0;False;2;0;544.6525106430054;2500
40;10;6;3;0;1;0;False;2;0;559.168074131012;2000
40;10;6;3;0;1;0;False;2;0;592.9581234455109;500
40;10;6;3;0;1;0;False;2;0;636.4318749904633;0
40;10;6;3;5;1;0;False;0;0;0.16799044609069824;210000
40;10;6;3;5;1;0;False;0;0;0.2509753704071045;187000
40;10;6;3;5;1;0;False;0;0;0.4975619316101074;146000
40;10;6;3;5;1;0;False;0;0;0.5393407344818115;140500
40;10;6;3;5;1;0;False;0;0;1.6406702995300293;139000
40;10;6;3;5;1;0;False;0;0;2.544137477874756;109000
40;10;6;3;5;1;0;False;0;0;2.7100236415863037;107000
40;10;6;3;5;1;0;False;0;0;3.2857983112335205;96000
40;10;6;3;5;1;0;False;0;0;3.3277792930603027;86000
40;10;6;3;5;1;0;False;0;0;4.383373498916626;79000
40;10;6;3;5;1;0;False;0;0;4.425232887268066;54500
40;10;6;3;5;1;0;False;0;0;22.907239198684692;51500
40;10;6;3;5;1;0;False;0;0;24.445021629333496;46000
40;10;6;3;5;1;0;False;0;0;38.98229932785034;39500
40;10;6;3;5;1;0;False;0;0;110.71425533294678;39000
40;10;6;3;5;1;0;False;0;0;163.67559027671814;38500
40;10;6;3;5;1;0;False;0;0;196.67417097091675;38000
40;10;6;3;5;1;0;False;0;0;197.52447772026062;37500
40;10;6;3;5;1;0;False;0;0;198.5789291858673;37000
40;10;6;3;5;1;0;False;0;0;213.88878202438354;36500
40;10;6;3;5;1;0;False;0;0;227.66490387916565;36000
40;10;6;3;5;1;0;False;0;0;229.2071053981781;35500
40;10;6;3;5;1;0;False;0;0;230.05802583694458;29500
40;10;6;3;5;1;0;False;0;0;242.47132921218872;29000
40;10;6;3;5;1;0;False;0;0;258.24815559387207;28500
40;10;6;3;5;1;0;False;0;0;259.10505533218384;27000
40;10;6;3;5;1;0;False;0;0;272.3764855861664;24000
40;10;6;3;5;1;0;False;0;0;273.8434045314789;21000
40;10;6;3;5;1;0;False;0;0;286.4863872528076;20500
40;10;6;3;5;1;0;False;0;0;286.89441776275635;20000
40;10;6;3;5;1;0;False;0;0;286.93718361854553;19500
40;10;6;3;5;1;0;False;0;0;287.38605999946594;19000
40;10;6;3;5;1;0;False;0;0;301.79527258872986;18500
40;10;6;3;5;1;0;False;0;0;302.9395914077759;18000
40;10;6;3;5;1;0;False;0;0;316.78089451789856;17000
40;10;6;3;5;1;0;False;0;0;317.83452105522156;16500
40;10;6;3;5;1;0;False;0;0;331.46408438682556;16000
40;10;6;3;5;1;0;False;0;0;346.7975161075592;15000
40;10;6;3;5;1;0;False;0;0;382.264262676239;12500
40;10;6;3;5;1;0;False;0;0;405.6867263317108;6500
40;10;6;3;5;1;0;False;0;0;441.23580861091614;5500
40;10;6;3;5;1;0;False;0;0;533.8910284042358;4000
40;10;6;3;5;1;0;False;0;0;558.7680902481079;500
40;10;6;3;5;1;0;False;0;0;633.8163657188416;0
40;10;6;3;5;1;0;False;1;0;0.08343386650085449;320500
40;10;6;3;5;1;0;False;1;0;0.16585469245910645;307500
40;10;6;3;5;1;0;False;1;0;0.24805188179016113;302000
40;10;6;3;5;1;0;False;1;0;0.330089807510376;295000
40;10;6;3;5;1;0;False;1;0;0.3714942932128906;282000
40;10;6;3;5;1;0;False;1;0;0.413745641708374;235000
40;10;6;3;5;1;0;False;1;0;0.49657726287841797;228000
40;10;6;3;5;1;0;False;1;0;0.5386753082275391;217500
40;10;6;3;5;1;0;False;1;0;0.5807626247406006;211500
40;10;6;3;5;1;0;False;1;0;0.6232759952545166;207000
40;10;6;3;5;1;0;False;1;0;0.7068076133728027;154000
40;10;6;3;5;1;0;False;1;0;0.7907602787017822;147000
40;10;6;3;5;1;0;False;1;0;0.8332595825195312;146000
40;10;6;3;5;1;0;False;1;0;0.9562273025512695;143500
40;10;6;3;5;1;0;False;1;0;1.200838327407837;139000
40;10;6;3;5;1;0;False;1;0;1.732407808303833;137000
40;10;6;3;5;1;0;False;1;0;2.184659719467163;129500
40;10;6;3;5;1;0;False;1;0;2.2677268981933594;120500
40;10;6;3;5;1;0;False;1;0;3.7317042350769043;100000
40;10;6;3;5;1;0;False;1;0;3.8548429012298584;94000
40;10;6;3;5;1;0;False;1;0;4.219038963317871;84000
40;10;6;3;5;1;0;False;1;0;15.504858016967773;82500
40;10;6;3;5;1;0;False;1;0;15.629313468933105;74000
40;10;6;3;5;1;0;False;1;0;17.387138605117798;70000
40;10;6;3;5;1;0;False;1;0;17.51036024093628;66000
40;10;6;3;5;1;0;False;1;0;17.592798948287964;61500
40;10;6;3;5;1;0;False;1;0;18.20314931869507;44500
40;10;6;3;5;1;0;False;1;0;39.54720854759216;44000
40;10;6;3;5;1;0;False;1;0;83.22130870819092;43500
40;10;6;3;5;1;0;False;1;0;135.40577578544617;43000
40;10;6;3;5;1;0;False;1;0;152.7129135131836;41500
40;10;6;3;5;1;0;False;1;0;184.1587028503418;41000
40;10;6;3;5;1;0;False;1;0;199.01029658317566;40500
40;10;6;3;5;1;0;False;1;0;212.55195307731628;39000
40;10;6;3;5;1;0;False;1;0;212.63473749160767;38500
40;10;6;3;5;1;0;False;1;0;227.5859272480011;38000
40;10;6;3;5;1;0;False;1;0;228.8497929573059;36000
40;10;6;3;5;1;0;False;1;0;244.2483081817627;35500
40;10;6;3;5;1;0;False;1;0;268.5379526615143;35000
40;10;6;3;5;1;0;False;1;0;282.37689781188965;34500
40;10;6;3;5;1;0;False;1;0;283.5256040096283;32500
40;10;6;3;5;1;0;False;1;0;283.9733464717865;32000
40;10;6;3;5;1;0;False;1;0;298.2490701675415;31000
40;10;6;3;5;1;0;False;1;0;298.85779452323914;30500
40;10;6;3;5;1;0;False;1;0;313.74221563339233;27000
40;10;6;3;5;1;0;False;1;0;327.15890192985535;26500
40;10;6;3;5;1;0;False;1;0;341.86540126800537;25500
40;10;6;3;5;1;0;False;1;0;356.7146601676941;24000
40;10;6;3;5;1;0;False;1;0;371.41076731681824;23500
40;10;6;3;5;1;0;False;1;0;371.57424235343933;23000
40;10;6;3;5;1;0;False;1;0;372.3481113910675;21500
40;10;6;3;5;1;0;False;1;0;387.43731355667114;20500
40;10;6;3;5;1;0;False;1;0;387.9263951778412;20000
40;10;6;3;5;1;0;False;1;0;388.09021282196045;19500
40;10;6;3;5;1;0;False;1;0;390.5897624492645;17500
40;10;6;3;5;1;0;False;1;0;402.27828073501587;16500
40;10;6;3;5;1;0;False;1;0;402.48361992836;16000
40;10;6;3;5;1;0;False;1;0;417.39330673217773;15000
40;10;6;3;5;1;0;False;1;0;418.05012822151184;13500
40;10;6;3;5;1;0;False;1;0;451.14241886138916;13000
40;10;6;3;5;1;0;False;1;0;452.41254782676697;12500
40;10;6;3;5;1;0;False;1;0;452.6581914424896;11000
40;10;6;3;5;1;0;False;1;0;465.86424493789673;8500
40;10;6;3;5;1;0;False;1;0;467.16430926322937;5500
40;10;6;3;5;1;0;False;1;0;491.9553325176239;4500
40;10;6;3;5;1;0;False;1;0;505.8940052986145;4000
40;10;6;3;5;1;0;False;1;0;521.5119352340698;2000
40;10;6;3;5;1;0;False;1;0;536.1651277542114;1000
40;10;6;3;5;1;0;False;1;0;550.0471045970917;500
40;10;6;3;5;1;0;False;1;0;550.7448315620422;0
40;10;6;3;5;1;0;False;2;0;0.12320852279663086;300000
40;10;6;3;5;1;0;False;2;0;0.20601725578308105;261500
40;10;6;3;5;1;0;False;2;0;0.36955833435058594;119000
40;10;6;3;5;1;0;False;2;0;0.45176100730895996;114500
40;10;6;3;5;1;0;False;2;0;1.0331485271453857;104500
40;10;6;3;5;1;0;False;2;0;1.318849802017212;94000
40;10;6;3;5;1;0;False;2;0;3.0506818294525146;81500
40;10;6;3;5;1;0;False;2;0;4.719735622406006;57000
40;10;6;3;5;1;0;False;2;0;23.756056785583496;54000
40;10;6;3;5;1;0;False;2;0;49.17987370491028;39000
40;10;6;3;5;1;0;False;2;0;72.88034725189209;27500
40;10;6;3;5;1;0;False;2;0;84.27694416046143;27000
40;10;6;3;5;1;0;False;2;0;121.29358553886414;14000
40;10;6;3;5;1;0;False;2;0;153.84804344177246;13500
40;10;6;3;5;1;0;False;2;0;178.33802366256714;13000
40;10;6;3;5;1;0;False;2;0;192.75242447853088;12500
40;10;6;3;5;1;0;False;2;0;236.28195643424988;12000
40;10;6;3;5;1;0;False;2;0;259.8469362258911;11500
40;10;6;3;5;1;0;False;2;0;274.68157839775085;11000
40;10;6;3;5;1;0;False;2;0;275.25171875953674;10000
40;10;6;3;5;1;0;False;2;0;289.2149019241333;8500
40;10;6;3;5;1;0;False;2;0;304.79580426216125;8000
40;10;6;3;5;1;0;False;2;0;318.43389344215393;7500
40;10;6;3;5;1;0;False;2;0;318.51635098457336;7000
40;10;6;3;5;1;0;False;2;0;333.3208055496216;6500
40;10;6;3;5;1;0;False;2;0;348.28397703170776;6000
40;10;6;3;5;1;0;False;2;0;372.71423077583313;5500
40;10;6;3;5;1;0;False;2;0;389.1321520805359;5000
40;10;6;3;5;1;0;False;2;0;402.1305043697357;4500
40;10;6;3;5;1;0;False;2;0;402.212872505188;4000
40;10;6;3;5;1;0;False;2;0;402.2943112850189;3500
40;10;6;3;5;1;0;False;2;0;418.51219034194946;3000
40;10;6;3;5;1;0;False;2;0;433.5980715751648;2500
40;10;6;3;5;1;0;False;2;0;448.19296884536743;2000
40;10;6;3;5;1;0;False;2;0;484.64427161216736;1500
40;10;6;3;5;1;0;False;2;0;496.57045125961304;0
40;10;6;3;10;1;0;False;0;0;0.08405756950378418;194000
40;10;6;3;10;1;0;False;0;0;0.16724395751953125;177500
40;10;6;3;10;1;0;False;0;0;0.29059791564941406;167000
40;10;6;3;10;1;0;False;0;0;0.9071569442749023;145000
40;10;6;3;10;1;0;False;0;0;1.3158793449401855;137500
40;10;6;3;10;1;0;False;0;0;1.7354328632354736;83500
40;10;6;3;10;1;0;False;0;0;1.9406754970550537;81000
40;10;6;3;10;1;0;False;0;0;2.3100433349609375;67000
40;10;6;3;10;1;0;False;0;0;3.536226511001587;63500
40;10;6;3;10;1;0;False;0;0;4.921062707901001;50500
40;10;6;3;10;1;0;False;0;0;19.36967968940735;47000
40;10;6;3;10;1;0;False;0;0;19.534202098846436;36000
40;10;6;3;10;1;0;False;0;0;57.734461307525635;35000
40;10;6;3;10;1;0;False;0;0;58.430538177490234;34000
40;10;6;3;10;1;0;False;0;0;59.349331855773926;27500
40;10;6;3;10;1;0;False;0;0;79.74519777297974;27000
40;10;6;3;10;1;0;False;0;0;82.72319388389587;25500
40;10;6;3;10;1;0;False;0;0;96.58731985092163;19000
40;10;6;3;10;1;0;False;0;0;138.5446183681488;18500
40;10;6;3;10;1;0;False;0;0;153.8159990310669;18000
40;10;6;3;10;1;0;False;0;0;180.1411862373352;14500
40;10;6;3;10;1;0;False;0;0;181.66414880752563;12500
40;10;6;3;10;1;0;False;0;0;203.7271602153778;11500
40;10;6;3;10;1;0;False;0;0;204.21670413017273;10000
40;10;6;3;10;1;0;False;0;0;218.81010484695435;9000
40;10;6;3;10;1;0;False;0;0;263.2327218055725;8000
40;10;6;3;10;1;0;False;0;0;361.0167963504791;1500
40;10;6;3;10;1;0;False;0;0;391.28922867774963;500
40;10;6;3;10;1;0;False;0;0;476.2772448062897;0
40;10;6;3;10;1;0;False;1;0;1.0674424171447754;141000
40;10;6;3;10;1;0;False;1;0;3.1791937351226807;131000
40;10;6;3;10;1;0;False;1;0;3.3420169353485107;122000
40;10;6;3;10;1;0;False;1;0;4.147889614105225;104500
40;10;6;3;10;1;0;False;1;0;4.2696943283081055;101500
40;10;6;3;10;1;0;False;1;0;4.67287802696228;91000
40;10;6;3;10;1;0;False;1;0;8.75484323501587;90500
40;10;6;3;10;1;0;False;1;0;15.140064716339111;84000
40;10;6;3;10;1;0;False;1;0;17.78739881515503;69500
40;10;6;3;10;1;0;False;1;0;18.472779512405396;68500
40;10;6;3;10;1;0;False;1;0;19.28321385383606;60000
40;10;6;3;10;1;0;False;1;0;22.219785928726196;51500
40;10;6;3;10;1;0;False;1;0;23.197044372558594;45000
40;10;6;3;10;1;0;False;1;0;23.724870920181274;42500
40;10;6;3;10;1;0;False;1;0;76.89832997322083;36500
40;10;6;3;10;1;0;False;1;0;119.2376160621643;36000
40;10;6;3;10;1;0;False;1;0;120.93279242515564;35000
40;10;6;3;10;1;0;False;1;0;121.77626824378967;34000
40;10;6;3;10;1;0;False;1;0;133.9141595363617;32500
40;10;6;3;10;1;0;False;1;0;136.49779987335205;28000
40;10;6;3;10;1;0;False;1;0;147.88966727256775;27500
40;10;6;3;10;1;0;False;1;0;151.18979668617249;26000
40;10;6;3;10;1;0;False;1;0;163.518084526062;25500
40;10;6;3;10;1;0;False;1;0;176.67747116088867;25000
40;10;6;3;10;1;0;False;1;0;221.5942680835724;24500
40;10;6;3;10;1;0;False;1;0;236.37687063217163;16500
40;10;6;3;10;1;0;False;1;0;251.8351595401764;15500
40;10;6;3;10;1;0;False;1;0;267.271550655365;12500
40;10;6;3;10;1;0;False;1;0;280.9516658782959;10500
40;10;6;3;10;1;0;False;1;0;281.31787300109863;9000
40;10;6;3;10;1;0;False;1;0;282.4553761482239;6500
40;10;6;3;10;1;0;False;1;0;297.251749753952;6000
40;10;6;3;10;1;0;False;1;0;312.40644121170044;4500
40;10;6;3;10;1;0;False;1;0;335.5363595485687;4000
40;10;6;3;10;1;0;False;1;0;337.0288383960724;2500
40;10;6;3;10;1;0;False;1;0;370.5780963897705;2000
40;10;6;3;10;1;0;False;1;0;384.8616576194763;1500
40;10;6;3;10;1;0;False;1;0;410.3979027271271;1000
40;10;6;3;10;1;0;False;1;0;426.33102893829346;500
40;10;6;3;10;1;0;False;1;0;470.6929409503937;0
40;10;6;3;10;1;0;False;2;0;0.0913536548614502;303000
40;10;6;3;10;1;0;False;2;0;0.2165994644165039;154000
40;10;6;3;10;1;0;False;2;0;0.5866661071777344;153000
40;10;6;3;10;1;0;False;2;0;1.319777250289917;133500
40;10;6;3;10;1;0;False;2;0;1.4838852882385254;127000
40;10;6;3;10;1;0;False;2;0;1.6489081382751465;123000
40;10;6;3;10;1;0;False;2;0;1.8119630813598633;100500
40;10;6;3;10;1;0;False;2;0;2.422517776489258;91000
40;10;6;3;10;1;0;False;2;0;2.9520390033721924;89000
40;10;6;3;10;1;0;False;2;0;3.0344667434692383;84500
40;10;6;3;10;1;0;False;2;0;3.116342782974243;74500
40;10;6;3;10;1;0;False;2;0;4.2095232009887695;73500
40;10;6;3;10;1;0;False;2;0;4.251433610916138;69000
40;10;6;3;10;1;0;False;2;0;4.942843437194824;64000
40;10;6;3;10;1;0;False;2;0;16.587803602218628;38500
40;10;6;3;10;1;0;False;2;0;17.779974699020386;38000
40;10;6;3;10;1;0;False;2;0;19.706169366836548;36500
40;10;6;3;10;1;0;False;2;0;24.788111209869385;30500
40;10;6;3;10;1;0;False;2;0;31.188066482543945;29500
40;10;6;3;10;1;0;False;2;0;31.683257818222046;20500
40;10;6;3;10;1;0;False;2;0;33.16255974769592;14000
40;10;6;3;10;1;0;False;2;0;34.60169196128845;13000
40;10;6;3;10;1;0;False;2;0;44.84482026100159;12000
40;10;6;3;10;1;0;False;2;0;45.33707141876221;8000
40;10;6;3;10;1;0;False;2;0;70.0060977935791;2500
40;10;6;3;10;1;0;False;2;0;102.34204006195068;2000
40;10;6;3;10;1;0;False;2;0;163.9885709285736;1500
40;10;6;3;10;1;0;False;2;0;238.7680699825287;1000
40;10;6;3;10;1;0;False;2;0;410.94174003601074;500
40;10;6;3;10;1;0;False;2;0;411.39248275756836;0
40;10;6;3;15;1;0;False;0;0;0.08350706100463867;258000
40;10;6;3;15;1;0;False;0;0;0.4127366542816162;233500
40;10;6;3;15;1;0;False;0;0;0.4985475540161133;191000
40;10;6;3;15;1;0;False;0;0;0.7041921615600586;168000
40;10;6;3;15;1;0;False;0;0;1.1154310703277588;127000
40;10;6;3;15;1;0;False;0;0;1.1990480422973633;125000
40;10;6;3;15;1;0;False;0;0;1.7349982261657715;111500
40;10;6;3;15;1;0;False;0;0;2.3459885120391846;82500
40;10;6;3;15;1;0;False;0;0;4.791116952896118;74000
40;10;6;3;15;1;0;False;0;0;16.705862522125244;73000
40;10;6;3;15;1;0;False;0;0;18.26173758506775;72500
40;10;6;3;15;1;0;False;0;0;23.806070566177368;57500
40;10;6;3;15;1;0;False;0;0;32.42742896080017;48000
40;10;6;3;15;1;0;False;0;0;39.15221667289734;38500
40;10;6;3;15;1;0;False;0;0;53.8386607170105;32000
40;10;6;3;15;1;0;False;0;0;66.48519015312195;31500
40;10;6;3;15;1;0;False;0;0;66.97893500328064;31000
40;10;6;3;15;1;0;False;0;0;84.04448819160461;30500
40;10;6;3;15;1;0;False;0;0;96.70057821273804;30000
40;10;6;3;15;1;0;False;0;0;113.1093475818634;26500
40;10;6;3;15;1;0;False;0;0;113.48272013664246;19000
40;10;6;3;15;1;0;False;0;0;138.65498661994934;17500
40;10;6;3;15;1;0;False;0;0;165.0000422000885;17000
40;10;6;3;15;1;0;False;0;0;177.32296013832092;16500
40;10;6;3;15;1;0;False;0;0;192.48357129096985;16000
40;10;6;3;15;1;0;False;0;0;194.64353561401367;10500
40;10;6;3;15;1;0;False;0;0;235.00833201408386;10000
40;10;6;3;15;1;0;False;0;0;280.1362671852112;8500
40;10;6;3;15;1;0;False;0;0;294.0105049610138;8000
40;10;6;3;15;1;0;False;0;0;294.2561614513397;7500
40;10;6;3;15;1;0;False;0;0;338.69464635849;7000
40;10;6;3;15;1;0;False;0;0;354.64131021499634;6500
40;10;6;3;15;1;0;False;0;0;370.57827591896057;6000
40;10;6;3;15;1;0;False;0;0;395.571400642395;5500
40;10;6;3;15;1;0;False;0;0;395.6133348941803;4000
40;10;6;3;15;1;0;False;0;0;410.90768575668335;3000
40;10;6;3;15;1;0;False;0;0;443.7859101295471;2500
40;10;6;3;15;1;0;False;0;0;444.763384103775;1000
40;10;6;3;15;1;0;False;0;0;469.4203071594238;500
40;10;6;3;15;1;0;False;0;0;469.46255326271057;0
40;10;6;3;15;1;0;False;1;0;0.08490800857543945;322500
40;10;6;3;15;1;0;False;1;0;0.16895413398742676;265500
40;10;6;3;15;1;0;False;1;0;0.25197362899780273;254000
40;10;6;3;15;1;0;False;1;0;0.334808349609375;242000
40;10;6;3;15;1;0;False;1;0;0.3770143985748291;213000
40;10;6;3;15;1;0;False;1;0;0.41979098320007324;176500
40;10;6;3;15;1;0;False;1;0;0.5434737205505371;159000
40;10;6;3;15;1;0;False;1;0;0.6255838871002197;141500
40;10;6;3;15;1;0;False;1;0;0.8708901405334473;116000
40;10;6;3;15;1;0;False;1;0;0.9938454627990723;106500
40;10;6;3;15;1;0;False;1;0;1.4844417572021484;106000
40;10;6;3;15;1;0;False;1;0;1.526458978652954;101500
40;10;6;3;15;1;0;False;1;0;2.7063686847686768;100000
40;10;6;3;15;1;0;False;1;0;3.7269294261932373;91000
40;10;6;3;15;1;0;False;1;0;4.712641477584839;83000
40;10;6;3;15;1;0;False;1;0;15.053692817687988;65000
