Slack;Tasks;Units;UnitTypes;TaskRelations;SharedResourceNo;AccWindows;AER;Rep;Step;Cost
40;10;6;1;0;1;0;False;0;0.6507868766784668;211500
40;10;6;1;0;1;0;False;0;0.9313852787017822;208500
40;10;6;1;0;1;0;False;0;1.5740351676940918;207500
40;10;6;1;0;1;0;False;0;1.6956300735473633;203500
40;10;6;1;0;1;0;False;0;2.17610239982605;189500
40;10;6;1;0;1;0;False;0;2.8283984661102295;177000
40;10;6;1;0;1;0;False;0;3.390209436416626;176500
40;10;6;1;0;1;0;False;0;27.275290727615356;161500
40;10;6;1;0;1;0;False;0;27.356657028198242;160500
40;10;6;1;0;1;0;False;0;28.630733966827393;149000
40;10;6;1;0;1;0;False;0;39.16781163215637;141500
40;10;6;1;0;1;0;False;0;40.074580907821655;110000
40;10;6;1;0;1;0;False;0;40.43226170539856;109500
40;10;6;1;0;1;0;False;0;40.95084524154663;109000
40;10;6;1;0;1;0;False;0;41.54775929450989;103500
40;10;6;1;0;1;0;False;0;41.588924169540405;103000
40;10;6;1;0;1;0;False;0;53.09500789642334;102500
40;10;6;1;0;1;0;False;0;53.49243688583374;87500
40;10;6;1;0;1;0;False;0;53.61301112174988;84500
40;10;6;1;0;1;0;False;0;56.25685501098633;83500
40;10;6;1;0;1;0;False;0;60.820096015930176;81500
40;10;6;1;0;1;0;False;0;73.08892965316772;81000
40;10;6;1;0;1;0;False;0;74.39985084533691;67000
40;10;6;1;0;1;0;False;0;82.55114912986755;53000
40;10;6;1;0;1;0;False;0;82.59218406677246;49500
40;10;6;1;0;1;0;False;0;101.2897789478302;49000
40;10;6;1;0;1;0;False;0;115.0586416721344;48000
40;10;6;1;0;1;0;False;0;116.44689178466797;47500
40;10;6;1;0;1;0;False;0;117.6818196773529;45000
40;10;6;1;0;1;0;False;0;130.1451666355133;44500
40;10;6;1;0;1;0;False;0;132.20360207557678;43500
40;10;6;1;0;1;0;False;0;154.92817854881287;43000
40;10;6;1;0;1;0;False;0;167.5002691745758;42500
40;10;6;1;0;1;0;False;0;171.10082125663757;28500
40;10;6;1;0;1;0;False;0;171.18195366859436;27500
40;10;6;1;0;1;0;False;0;171.34267687797546;27000
40;10;6;1;0;1;0;False;0;183.43608498573303;26500
40;10;6;1;0;1;0;False;0;197.65364027023315;26000
40;10;6;1;0;1;0;False;0;211.76132583618164;25500
40;10;6;1;0;1;0;False;0;211.8023064136505;23500
40;10;6;1;0;1;0;False;0;212.00245118141174;21000
40;10;6;1;0;1;0;False;0;238.53748106956482;20500
40;10;6;1;0;1;0;False;0;249.0988585948944;20000
40;10;6;1;0;1;0;False;0;250.5682611465454;17500
40;10;6;1;0;1;0;False;0;251.0093379020691;16500
40;10;6;1;0;1;0;False;0;265.0115683078766;16000
40;10;6;1;0;1;0;False;0;288.2788486480713;9500
40;10;6;1;0;1;0;False;0;288.91546535491943;9000
40;10;6;1;0;1;0;False;0;301.2409563064575;8500
40;10;6;1;0;1;0;False;0;302.63112235069275;2000
40;10;6;1;0;1;0;False;0;316.99821949005127;1500
40;10;6;1;0;1;0;False;0;359.13521814346313;1000
40;10;6;1;0;1;0;False;0;372.91616463661194;0
40;10;6;1;0;1;0;False;1;0.12068724632263184;338000
40;10;6;1;0;1;0;False;1;0.3602414131164551;326000
40;10;6;1;0;1;0;False;1;0.7190353870391846;321000
40;10;6;1;0;1;0;False;1;2.491889476776123;319500
40;10;6;1;0;1;0;False;1;25.314467668533325;306500
40;10;6;1;0;1;0;False;1;26.358743906021118;306000
40;10;6;1;0;1;0;False;1;27.121517419815063;295000
40;10;6;1;0;1;0;False;1;27.484862804412842;277500
40;10;6;1;0;1;0;False;1;28.448379039764404;272500
40;10;6;1;0;1;0;False;1;38.367239475250244;268500
40;10;6;1;0;1;0;False;1;38.408352851867676;248500
40;10;6;1;0;1;0;False;1;38.68761682510376;240000
40;10;6;1;0;1;0;False;1;38.92597961425781;227500
40;10;6;1;0;1;0;False;1;38.966917753219604;219500
40;10;6;1;0;1;0;False;1;39.44511127471924;216500
40;10;6;1;0;1;0;False;1;40.00172448158264;211000
40;10;6;1;0;1;0;False;1;40.361027240753174;210500
40;10;6;1;0;1;0;False;1;40.561578035354614;210000
40;10;6;1;0;1;0;False;1;40.92093229293823;209500
40;10;6;1;0;1;0;False;1;41.399651527404785;209000
40;10;6;1;0;1;0;False;1;41.67949295043945;197000
40;10;6;1;0;1;0;False;1;41.80016827583313;166500
40;10;6;1;0;1;0;False;1;41.920560359954834;160000
40;10;6;1;0;1;0;False;1;42.79881525039673;159500
40;10;6;1;0;1;0;False;1;52.84165287017822;157500
40;10;6;1;0;1;0;False;1;54.56830048561096;149000
40;10;6;1;0;1;0;False;1;54.768359899520874;140000
40;10;6;1;0;1;0;False;1;56.831583976745605;138500
40;10;6;1;0;1;0;False;1;59.480658531188965;138000
40;10;6;1;0;1;0;False;1;68.59567189216614;124000
40;10;6;1;0;1;0;False;1;69.19072580337524;115500
40;10;6;1;0;1;0;False;1;69.31072521209717;96500
40;10;6;1;0;1;0;False;1;71.29879975318909;93500
40;10;6;1;0;1;0;False;1;71.49836373329163;87500
40;10;6;1;0;1;0;False;1;74.42321372032166;83000
40;10;6;1;0;1;0;False;1;75.10483694076538;74000
40;10;6;1;0;1;0;False;1;84.1421856880188;73000
40;10;6;1;0;1;0;False;1;86.92927646636963;72500
40;10;6;1;0;1;0;False;1;90.04600882530212;63000
40;10;6;1;0;1;0;False;1;90.96303462982178;54000
40;10;6;1;0;1;0;False;1;102.23533725738525;53500
40;10;6;1;0;1;0;False;1;104.22111248970032;50000
40;10;6;1;0;1;0;False;1;116.17981338500977;49500
40;10;6;1;0;1;0;False;1;117.2479133605957;49000
40;10;6;1;0;1;0;False;1;141.9305863380432;48500
40;10;6;1;0;1;0;False;1;154.27417755126953;47000
40;10;6;1;0;1;0;False;1;167.90779757499695;45500
40;10;6;1;0;1;0;False;1;168.2682237625122;45000
40;10;6;1;0;1;0;False;1;170.0298376083374;44500
40;10;6;1;0;1;0;False;1;193.16148281097412;44000
40;10;6;1;0;1;0;False;1;196.1464080810547;43000
40;10;6;1;0;1;0;False;1;216.52024483680725;42000
40;10;6;1;0;1;0;False;1;216.84672808647156;41500
40;10;6;1;0;1;0;False;1;219.23264384269714;32000
40;10;6;1;0;1;0;False;1;230.19949531555176;31500
40;10;6;1;0;1;0;False;1;230.99069929122925;31000
40;10;6;1;0;1;0;False;1;232.01979064941406;25500
40;10;6;1;0;1;0;False;1;234.0802481174469;21000
40;10;6;1;0;1;0;False;1;245.34207797050476;19500
40;10;6;1;0;1;0;False;1;260.6514091491699;15000
40;10;6;1;0;1;0;False;1;274.49130487442017;11500
40;10;6;1;0;1;0;False;1;296.9959137439728;10500
40;10;6;1;0;1;0;False;1;323.02398443222046;10000
40;10;6;1;0;1;0;False;1;345.60295152664185;9500
40;10;6;1;0;1;0;False;1;369.37170147895813;7500
40;10;6;1;0;1;0;False;1;382.5044176578522;7000
40;10;6;1;0;1;0;False;1;384.3217897415161;6500
40;10;6;1;0;1;0;False;1;386.7262089252472;4000
40;10;6;1;0;1;0;False;1;396.77661752700806;0
40;10;6;1;0;1;0;False;2;0.1990816593170166;187500
40;10;6;1;0;1;0;False;2;0.24001455307006836;138500
40;10;6;1;0;1;0;False;2;0.36008787155151367;131500
40;10;6;1;0;1;0;False;2;1.5452136993408203;128000
40;10;6;1;0;1;0;False;2;1.6258563995361328;119000
40;10;6;1;0;1;0;False;2;25.82093119621277;114000
40;10;6;1;0;1;0;False;2;27.445234537124634;112000
40;10;6;1;0;1;0;False;2;38.50745177268982;96500
40;10;6;1;0;1;0;False;2;38.54798078536987;88500
40;10;6;1;0;1;0;False;2;39.138620376586914;80000
40;10;6;1;0;1;0;False;2;39.414591550827026;79000
40;10;6;1;0;1;0;False;2;39.612109661102295;75500
40;10;6;1;0;1;0;False;2;40.35758304595947;75000
40;10;6;1;0;1;0;False;2;41.18580102920532;72000
40;10;6;1;0;1;0;False;2;42.290324449539185;71500
40;10;6;1;0;1;0;False;2;53.224576473236084;64000
40;10;6;1;0;1;0;False;2;55.166361808776855;53000
40;10;6;1;0;1;0;False;2;55.444406032562256;37000
40;10;6;1;0;1;0;False;2;55.84262990951538;36000
40;10;6;1;0;1;0;False;2;56.476959228515625;35500
40;10;6;1;0;1;0;False;2;57.18854641914368;35000
40;10;6;1;0;1;0;False;2;66.95467400550842;26000
40;10;6;1;0;1;0;False;2;68.29744601249695;25000
40;10;6;1;0;1;0;False;2;89.64110565185547;22000
40;10;6;1;0;1;0;False;2;103.74685525894165;21000
40;10;6;1;0;1;0;False;2;118.01697039604187;11500
40;10;6;1;0;1;0;False;2;131.33216857910156;10000
40;10;6;1;0;1;0;False;2;175.95369172096252;2000
40;10;6;1;0;1;0;False;2;205.55290937423706;1500
40;10;6;1;0;1;0;False;2;233.20754647254944;0
40;10;6;1;5;1;0;False;0;0.12184476852416992;378500
40;10;6;1;5;1;0;False;0;0.16272950172424316;306000
40;10;6;1;5;1;0;False;0;0.5242712497711182;285000
40;10;6;1;5;1;0;False;0;0.5655760765075684;283000
40;10;6;1;5;1;0;False;0;24.33561873435974;280500
40;10;6;1;5;1;0;False;0;24.856923580169678;260000
40;10;6;1;5;1;0;False;0;25.058409690856934;215500
40;10;6;1;5;1;0;False;0;25.53965449333191;208500
40;10;6;1;5;1;0;False;0;25.98113775253296;198500
40;10;6;1;5;1;0;False;0;26.302398681640625;193500
40;10;6;1;5;1;0;False;0;26.383740186691284;193000
40;10;6;1;5;1;0;False;0;26.78606939315796;174000
40;10;6;1;5;1;0;False;0;27.027034044265747;164000
40;10;6;1;5;1;0;False;0;27.387560606002808;163500
40;10;6;1;5;1;0;False;0;38.899096965789795;145500
40;10;6;1;5;1;0;False;0;39.37538814544678;126500
40;10;6;1;5;1;0;False;0;39.45613479614258;118000
40;10;6;1;5;1;0;False;0;39.497047662734985;99000
40;10;6;1;5;1;0;False;0;39.77734684944153;98000
40;10;6;1;5;1;0;False;0;39.97722339630127;91500
40;10;6;1;5;1;0;False;0;40.018014907836914;88500
40;10;6;1;5;1;0;False;0;40.459861278533936;86500
40;10;6;1;5;1;0;False;0;42.28044676780701;62000
40;10;6;1;5;1;0;False;0;42.321333169937134;61500
40;10;6;1;5;1;0;False;0;42.56002402305603;52000
40;10;6;1;5;1;0;False;0;42.68058729171753;51000
40;10;6;1;5;1;0;False;0;53.04570293426514;45500
