Slack;Tasks;Units;UnitTypes;TaskRelations;SharedResourceNo;AccWindows;AER;Rep;AltChances;Step;Cost
40;10;6;2;0;1;0;False;0;0;0.2446441650390625;303500
40;10;6;2;0;1;0;False;0;0;0.3256993293762207;264500
40;10;6;2;0;1;0;False;0;0;0.4066433906555176;244000
40;10;6;2;0;1;0;False;0;0;0.5283126831054688;203000
40;10;6;2;0;1;0;False;0;0;0.6496319770812988;201000
40;10;6;2;0;1;0;False;0;0;1.4934570789337158;197500
40;10;6;2;0;1;0;False;0;0;2.0188956260681152;196500
40;10;6;2;0;1;0;False;0;0;4.1902875900268555;191000
40;10;6;2;0;1;0;False;0;0;26.13463068008423;185500
40;10;6;2;0;1;0;False;0;0;27.814704656600952;183000
40;10;6;2;0;1;0;False;0;0;39.400911808013916;172000
40;10;6;2;0;1;0;False;0;0;39.482073068618774;126000
40;10;6;2;0;1;0;False;0;0;40.83448100090027;108000
40;10;6;2;0;1;0;False;0;0;55.33815789222717;98000
40;10;6;2;0;1;0;False;0;0;56.05188012123108;86500
40;10;6;2;0;1;0;False;0;0;56.41086196899414;74000
40;10;6;2;0;1;0;False;0;0;62.066659927368164;73500
40;10;6;2;0;1;0;False;0;0;70.56867742538452;53000
40;10;6;2;0;1;0;False;0;0;75.15384316444397;52500
40;10;6;2;0;1;0;False;0;0;91.31229782104492;51500
40;10;6;2;0;1;0;False;0;0;96.78095293045044;40000
40;10;6;2;0;1;0;False;0;0;97.61782026290894;35500
40;10;6;2;0;1;0;False;0;0;104.97096109390259;32500
40;10;6;2;0;1;0;False;0;0;116.08981037139893;30000
40;10;6;2;0;1;0;False;0;0;119.97328209877014;29500
40;10;6;2;0;1;0;False;0;0;131.42395687103271;29000
40;10;6;2;0;1;0;False;0;0;134.22678899765015;26000
40;10;6;2;0;1;0;False;0;0;144.85298895835876;25500
40;10;6;2;0;1;0;False;0;0;147.27527499198914;25000
40;10;6;2;0;1;0;False;0;0;159.70276069641113;24500
40;10;6;2;0;1;0;False;0;0;160.10688710212708;24000
40;10;6;2;0;1;0;False;0;0;195.05887579917908;21000
40;10;6;2;0;1;0;False;0;0;216.6784472465515;20500
40;10;6;2;0;1;0;False;0;0;217.88710832595825;16000
40;10;6;2;0;1;0;False;0;0;240.7442820072174;15000
40;10;6;2;0;1;0;False;0;0;241.22523093223572;14000
40;10;6;2;0;1;0;False;0;0;257.2096962928772;12500
40;10;6;2;0;1;0;False;0;0;269.7590606212616;12000
40;10;6;2;0;1;0;False;0;0;332.7757818698883;11000
40;10;6;2;0;1;0;False;0;0;346.93442940711975;10500
40;10;6;2;0;1;0;False;0;0;347.65714859962463;9000
40;10;6;2;0;1;0;False;0;0;362.4247078895569;7000
40;10;6;2;0;1;0;False;0;0;415.6893355846405;6500
40;10;6;2;0;1;0;False;0;0;450.2769281864166;3000
40;10;6;2;0;1;0;False;0;0;481.65561723709106;1500
40;10;6;2;0;1;0;False;0;0;515.0104446411133;1000
40;10;6;2;0;1;0;False;0;0;579.9001774787903;0
40;10;6;2;0;1;0;False;1;0;0.08313322067260742;279000
40;10;6;2;0;1;0;False;1;0;0.12449812889099121;274000
40;10;6;2;0;1;0;False;1;0;0.2056875228881836;266500
40;10;6;2;0;1;0;False;1;0;0.3268895149230957;241000
40;10;6;2;0;1;0;False;1;0;0.6878879070281982;229000
40;10;6;2;0;1;0;False;1;0;0.7693908214569092;199000
40;10;6;2;0;1;0;False;1;0;1.208982229232788;198500
40;10;6;2;0;1;0;False;1;0;1.2899293899536133;181000
40;10;6;2;0;1;0;False;1;0;3.160271406173706;177000
40;10;6;2;0;1;0;False;1;0;3.3994321823120117;171000
40;10;6;2;0;1;0;False;1;0;3.599381446838379;170500
40;10;6;2;0;1;0;False;1;0;3.9583754539489746;164500
40;10;6;2;0;1;0;False;1;0;15.938614130020142;163000
40;10;6;2;0;1;0;False;1;0;32.04499888420105;134000
40;10;6;2;0;1;0;False;1;0;32.16655707359314;102000
40;10;6;2;0;1;0;False;1;0;32.72580361366272;100500
40;10;6;2;0;1;0;False;1;0;33.32735514640808;90500
40;10;6;2;0;1;0;False;1;0;43.49659252166748;72000
40;10;6;2;0;1;0;False;1;0;44.82657074928284;52000
40;10;6;2;0;1;0;False;1;0;46.26662802696228;48500
40;10;6;2;0;1;0;False;1;0;46.30825161933899;48000
40;10;6;2;0;1;0;False;1;0;46.66929483413696;41500
40;10;6;2;0;1;0;False;1;0;47.15005922317505;41000
40;10;6;2;0;1;0;False;1;0;58.180912017822266;40500
40;10;6;2;0;1;0;False;1;0;59.222585916519165;38000
40;10;6;2;0;1;0;False;1;0;60.21670651435852;36000
40;10;6;2;0;1;0;False;1;0;100.15344977378845;35500
40;10;6;2;0;1;0;False;1;0;112.93091940879822;35000
40;10;6;2;0;1;0;False;1;0;113.77121472358704;31500
40;10;6;2;0;1;0;False;1;0;125.59428024291992;31000
40;10;6;2;0;1;0;False;1;0;140.5125653743744;26500
40;10;6;2;0;1;0;False;1;0;141.07254791259766;26000
40;10;6;2;0;1;0;False;1;0;154.4307587146759;25500
40;10;6;2;0;1;0;False;1;0;179.35098910331726;25000
40;10;6;2;0;1;0;False;1;0;193.20144152641296;24000
40;10;6;2;0;1;0;False;1;0;209.60260581970215;22500
40;10;6;2;0;1;0;False;1;0;231.2123293876648;21000
40;10;6;2;0;1;0;False;1;0;231.33268880844116;20500
40;10;6;2;0;1;0;False;1;0;233.0070562362671;14500
40;10;6;2;0;1;0;False;1;0;246.28147506713867;13500
40;10;6;2;0;1;0;False;1;0;258.919038772583;13000
40;10;6;2;0;1;0;False;1;0;260.034166097641;12500
40;10;6;2;0;1;0;False;1;0;293.42811942100525;12000
