Slack;Tasks;Units;UnitTypes;TaskRelations;SharedResourceNo;AccWindows;AER;AltChances;Min;Max;Avg
40;10;6;3;0;1;0;False;0;554.5806102752686;709.4012062549591;633.475550254186
40;10;6;3;5;1;0;False;0;496.58336353302;633.8294277191162;560.3902192115784
40;10;6;3;10;1;0;False;0;411.4055209159851;476.29020595550537;452.8005425135295
40;10;6;3;15;1;0;False;0;469.475466966629;588.6637139320374;531.2629908720652
40;10;6;3;20;1;0;False;0;607.3973546028137;681.7684679031372;646.4119896094004
40;10;6;3;25;1;0;False;0;492.50309443473816;583.9950225353241;527.4064558347067
40;10;6;3;30;1;0;False;0;481.6541574001312;543.264899969101;504.77349066734314
40;10;6;3;35;1;0;False;0;380.19397735595703;594.6401109695435;481.7957869370778
40;10;6;3;40;1;0;False;0;369.3201355934143;641.6708633899689;516.2257843812307
40;10;6;3;45;1;0;False;0;516.8268492221832;750.9182677268982;634.5415964921316
40;10;6;3;50;1;0;False;0;387.61303877830505;594.447345495224;515.4881676038107
40;10;6;3;55;1;0;False;0;615.82817029953;685.1965639591217;639.0254155794779
40;10;6;3;60;1;0;False;0;427.07986187934875;685.3321003913879;521.8822375138601
30;10;6;3;0;1;0;False;0;549.1433370113373;627.3175797462463;591.4589931964874
30;10;6;3;5;1;0;False;0;606.4867956638336;721.1530508995056;648.8284976482391
30;10;6;3;10;1;0;False;0;582.3333728313446;758.9800219535828;695.7812713781992
30;10;6;3;15;1;0;False;0;616.1795196533203;929.2273156642914;778.6860475540161
30;10;6;3;20;1;0;False;0;547.1781198978424;804.166654586792;691.5492335955302
30;10;6;3;25;1;0;False;0;608.0477349758148;728.5142288208008;665.8646532694498
30;10;6;3;30;1;0;False;0;611.336014509201;696.8271803855896;666.3480846087137
30;10;6;3;35;1;0;False;0;647.2056350708008;732.609785079956;703.9683420658112
30;10;6;3;40;1;0;False;0;565.2908110618591;727.0517153739929;629.3093023300171
30;10;6;3;45;1;0;False;0;641.5486345291138;739.6024866104126;705.6083981196085
30;10;6;3;50;1;0;False;0;476.7212076187134;918.892231464386;747.9107309182485
30;10;6;3;55;1;0;False;0;775.4540011882782;865.2912616729736;811.7350535392761
30;10;6;3;60;1;0;False;0;796.1297018527985;1665.5084846019745;1148.5605301062267
